a,b,edge_length_avg,edge_length_std,in_degree_avg,in_degree_std,out_degree_avg,out_degree_std,area_km,num_nodes,num_edges,central_sp_mean,central_sp_std
0.1,0.1,1.2736737135430733,0.19611747074163033,2.34070144414972,1.1857807466569152,2.34070144414972,1.200846518055575,0.001,10179,23826,63.62274366189298,26.229655095595984
0.1,0.2,1.2691920567575632,0.197581976330645,2.3252965195411237,1.2045976899185902,2.3252965195411237,1.1921040147066775,0.0005,5143,11959,51.209559975224295,22.850196954882108
0.1,0.30000000000000004,1.2692678998600537,0.19755812850579138,2.286339754816112,1.1829323174371817,2.286339754816112,1.1797202390970247,0.00033,3426,7833,1.7677669529663687,1.1726039399558572
0.1,0.4,1.2656453256915474,0.19866166620837714,2.258298359404807,1.1745962980711964,2.258298359404807,1.1907266017085472,0.00025,2621,5919,43.521291564212476,22.0348711700719
0.1,0.5,1.2620301264735878,0.19969137426522218,2.2219074598677997,1.1668427279527722,2.2219074598677997,1.2175346795366746,0.0002,2118,4706,41.49503195086911,24.814779012813673
0.1,0.6000000000000001,1.2546750927543022,0.20157002393224427,2.2265032107413893,1.1597745101187873,2.2265032107413893,1.1767639327057857,0.00016,1713,3814,31.88279375274951,16.22595615257184
0.1,0.7000000000000001,1.2539412264352972,0.20174179921794683,2.1949768671513548,1.14554853394152,2.1949768671513548,1.1957961793044394,0.00014,1513,3321,0.0,0.0
0.1,0.8,1.251966673449138,0.20219003160304738,2.191896024464832,1.1714082646637,2.191896024464832,1.229366118538034,0.00012,1308,2867,24.653390469904366,16.36882478451469
0.1,0.9,1.250990078319475,0.2024042367298563,2.144867549668874,1.163620811541688,2.144867549668874,1.2185270185924033,0.00011,1208,2591,29.646364428166123,15.364505196361577
0.2,0.1,1.2669468131665305,0.19827352164645465,2.339428126823575,1.1929816415930918,2.339428126823575,1.219907005576647,0.0005,5141,12027,48.28577820942528,20.391484715679617
0.2,0.2,1.2706488891513452,0.19711828765703734,2.253091190108192,1.1822399806725992,2.253091190108192,1.2109790880969051,0.00025,2588,5831,34.715184670703415,18.002944892858956
0.2,0.30000000000000004,1.2652128921406893,0.198788577849024,2.304849884526559,1.1690384268774714,2.304849884526559,1.2371835473729382,0.000165,1732,3992,38.63134596997276,23.550884539916556
0.2,0.4,1.256417919564297,0.20115076546049468,2.2046827794561934,1.1735796734028323,2.2046827794561934,1.1882897173001277,0.000125,1324,2919,28.67884775802825,15.238650043202378
0.2,0.5,1.262859577134656,0.1994613861313038,2.217025257249766,1.1725142447662025,2.217025257249766,1.1899368120877303,0.0001,1069,2370,18.708504245134,8.474961091130146
0.2,0.6000000000000001,1.258828218537297,0.2005445380254097,2.1664739884393063,1.1379058677123806,2.1664739884393063,1.206929772089878,8e-05,865,1874,24.302300313750912,11.539350506864514
0.2,0.7000000000000001,1.2572615559076274,0.2009420747034584,2.1727748691099475,1.1729910515036786,2.1727748691099475,1.1972884489313151,7e-05,764,1660,26.16157220502038,14.729388225248998
0.2,0.8,1.2543730516229303,0.2016410635076279,2.1077389984825494,1.1339367892634613,2.1077389984825494,1.2326800262860025,6e-05,659,1389,30.099682286763592,16.010466709546545
0.2,0.9,1.2466144831118504,0.20330361605744726,2.1963993453355157,1.1686242408493488,2.1963993453355157,1.2044870274434012,5.5e-05,611,1342,19.29064574289324,7.414080356969689
0.30000000000000004,0.1,1.2661169365445109,0.1985220904032636,2.2772421852176454,1.1866303084024514,2.2772421852176454,1.2100341470119698,0.00033,3423,7795,59.31228706824269,25.740010555140014
0.30000000000000004,0.2,1.2647070311689006,0.19893574343345885,2.258660508083141,1.1598857384741297,2.258660508083141,1.220996094224893,0.000165,1732,3912,25.522274891263123,12.310868620708172
0.30000000000000004,0.30000000000000004,1.2604463167567403,0.20012024574892126,2.216333622936577,1.1904386417469706,2.216333622936577,1.194082181874875,0.0001089,1151,2551,33.74792132777871,16.102120805690788
0.30000000000000004,0.4,1.2588834764831849,0.2005302786055306,2.258503401360544,1.149317664323422,2.258503401360544,1.2394961051409692,8.25e-05,882,1992,24.50822560911381,11.827193918277816
0.30000000000000004,0.5,1.2576977506366969,0.20083269809357887,2.2016806722689077,1.1697386425468448,2.2016806722689077,1.2039605412406729,6.6e-05,714,1572,27.23436492330621,12.516735581679056
0.30000000000000004,0.6000000000000001,1.2528532589586765,0.20199128343791622,2.1539792387543253,1.129423902930227,2.1539792387543253,1.1847472448463625,5.28e-05,578,1245,16.41573181457564,7.0621548919573
0.30000000000000004,0.7000000000000001,1.252606083160985,0.20204710424376646,2.159448818897638,1.1872722704716423,2.159448818897638,1.1955335560330238,4.62e-05,508,1097,15.934474897263296,7.868542065425291
0.30000000000000004,0.8,1.2476325405322397,0.2031031305591018,2.102272727272727,1.1642376819899318,2.102272727272727,1.2416976349051028,3.96e-05,440,925,19.766971774945755,8.600127163909047
0.30000000000000004,0.9,1.2545636816934533,0.20159628321903691,2.090909090909091,1.0990685844870187,2.090909090909091,1.2418148362612813,3.63e-05,407,851,14.287584020805781,6.674803406241814
0.4,0.1,1.263621776385539,0.19924676692762291,2.2930179320869897,1.1527652383867937,2.2930179320869897,1.1946980398382825,0.00025,2621,6010,47.725482905317946,23.76260705014265
0.4,0.2,1.2633735964005082,0.19931699455673751,2.232980332829047,1.1407199923621818,2.232980332829047,1.226979261041609,0.000125,1322,2952,30.62520706337856,14.10910042133381
0.4,0.30000000000000004,1.257419632741814,0.20090255295000678,2.1704545454545454,1.1202839626741041,2.1704545454545454,1.223088405608476,8.25e-05,880,1910,1.8106601717798212,1.4466617040240992
0.4,0.4,1.2535248191906607,0.2018380156494341,2.1614814814814816,1.1619896847368494,2.1614814814814816,1.1151472372598048,6.25e-05,675,1459,19.99022418906298,8.578595422922996
0.4,0.5,1.2557654566646423,0.2013095927028068,2.167279411764706,1.1276745768797087,2.167279411764706,1.18179945478953,5e-05,544,1179,13.617412135678574,4.88692020442912
0.4,0.6000000000000001,1.251856237707854,0.20221450233477378,2.0979498861047836,1.1402634820174407,2.0979498861047836,1.225012811887346,4e-05,439,921,15.308104050249451,7.038572137274145
0.4,0.7000000000000001,1.2462746439498067,0.20336936185180646,1.9948320413436693,1.1986099443368867,1.9948320413436693,1.2242063970341128,3.5e-05,387,772,18.94296129081132,9.964052678660181
0.4,0.8,1.2432300569748989,0.2039321646032602,2.053731343283582,1.1049857645073384,2.053731343283582,1.2495167254689126,3e-05,335,688,14.589385542907916,8.564007182779795
0.4,0.9,1.2329124184589928,0.20549279281380034,2.039087947882736,1.1118710125805786,2.039087947882736,1.1800885306399287,2.75e-05,307,626,13.434792975307492,8.324986929540753
0.5,0.1,1.2663352891216528,0.19845705495455102,2.2864583333333335,1.1845942735641004,2.2864583333333335,1.2300862074705754,0.0002,2112,4829,51.065323856181294,20.48345179036634
0.5,0.2,1.2608984747773007,0.19999918128355182,2.209345794392523,1.1564958925932753,2.209345794392523,1.20011936402296,0.0001,1070,2364,26.39317411583795,11.861044333782038
0.5,0.30000000000000004,1.2570331072555594,0.200998957158248,2.158485273492286,1.1500906507934916,2.158485273492286,1.2336397327891517,6.6e-05,713,1539,23.204229133459222,9.171957880469868
0.5,0.4,1.266636613300409,0.19836687702826794,2.1321100917431193,1.1765975463364462,2.1321100917431193,1.1936284005175186,5e-05,545,1162,1.6828427124746193,1.1399172140859803
0.5,0.5,1.2561068082811568,0.20122677793519447,2.1662870159453305,1.1776787405856122,2.1662870159453305,1.2471937044022723,4e-05,439,951,12.727491492057263,5.385151284944407
0.5,0.6000000000000001,1.245440169992284,0.20352830298540978,2.179271708683473,1.093047304908726,2.179271708683473,1.2167443020135802,3.2e-05,357,778,13.358785182115945,5.793131720509861
0.5,0.7000000000000001,1.2656982608868266,0.19864606041898816,2.0984126984126985,1.1296146362832844,2.0984126984126985,1.1573769005805674,2.8e-05,315,661,13.049899473612367,5.684781093583745
0.5,0.8,1.250404366103596,0.20253033835404385,2.1259259259259258,1.1796398045959222,2.1259259259259258,1.2468011194854087,2.4e-05,270,574,9.659206626257095,5.540753574329257
0.5,0.9,1.2456932157041936,0.20348048035295163,2.104,1.1301256567302593,2.104,1.1752378482673198,2.2e-05,250,526,11.866887368810275,6.514902539629319
0.6000000000000001,0.1,1.2589106273459516,0.20052326632225326,2.2239067055393584,1.1615862847139262,2.2239067055393584,1.2227245362663206,0.00016,1715,3814,30.960385958335088,16.60226129822194
0.6000000000000001,0.2,1.2594621409862339,0.20037997682826972,2.1772885283893397,1.1482642728370347,2.1772885283893397,1.242299504659581,8e-05,863,1879,1.414213562373095,1.1547005383792515
0.6000000000000001,0.30000000000000004,1.256449352959279,0.20114305711186095,2.1750433275563257,1.1710847775381799,2.1750433275563257,1.2358878423848225,5.28e-05,577,1255,0.5,0.5
0.6000000000000001,0.4,1.2562946417183527,0.20118094638845943,2.171945701357466,1.1795122531888755,2.171945701357466,1.224682179379847,4e-05,442,960,14.367500040740703,5.956213866978293
0.6000000000000001,0.5,1.2512354156093024,0.20235088939126353,2.148876404494382,1.1479213634366525,2.148876404494382,1.1840579038018417,3.2e-05,356,765,0.0,0.0
0.6000000000000001,0.6000000000000001,1.2570980731970938,0.2009828090573142,2.1072664359861593,1.2221637464470596,2.1072664359861593,1.2278131183447012,2.56e-05,289,609,18.563583180291918,6.949692426553808
0.6000000000000001,0.7000000000000001,1.2400555872844075,0.20446905631458792,2.0952380952380953,1.1610652704987245,2.0952380952380953,1.2594315386131612,2.24e-05,252,528,16.21171771613153,8.612236944143653
0.6000000000000001,0.8,1.2405111007327652,0.20439513264534137,2.1040723981900453,1.2119434578332218,2.1040723981900453,1.2879643604749025,1.92e-05,221,465,10.984248070295,4.011035885795493
0.6000000000000001,0.9,1.2474035757160569,0.2031486824079817,2.1666666666666665,1.2214049555161783,2.1666666666666665,1.2609001867894825,1.76e-05,204,442,11.26880799363378,4.70110874038163
0.7000000000000001,0.1,1.2540142438743989,0.20172483426103077,2.188616810059563,1.1445043806765611,2.188616810059563,1.237844727438597,0.00014,1511,3307,47.305079642861976,25.747107988085737
0.7000000000000001,0.2,1.2556217030180143,0.2013442851762602,2.142857142857143,1.1490657048265833,2.142857142857143,1.1490657048265833,7e-05,763,1635,26.170240081379582,14.531041567077507
0.7000000000000001,0.30000000000000004,1.2549299661707458,0.2015097064446764,2.1397637795275593,1.1730879665527025,2.1397637795275593,1.1373030431316113,4.62e-05,508,1087,18.051056173653322,7.477555562379971
0.7000000000000001,0.4,1.2462625222194386,0.20337169605827085,2.1619537275064267,1.1459068939857413,2.1619537275064267,1.2448319025977683,3.5e-05,389,841,0.0,0.0
0.7000000000000001,0.5,1.2486559811159477,0.20289623653158095,2.057142857142857,1.2227621977679264,2.057142857142857,1.1560351350889344,2.8e-05,315,648,15.138733904792453,7.7143923722666905
0.7000000000000001,0.6000000000000001,1.2434203015872718,0.2038983743180869,2.043307086614173,1.1303327188505652,2.043307086614173,1.2651034348911563,2.24e-05,254,519,15.128891447090005,5.499362398584634
0.7000000000000001,0.7000000000000001,1.2358481304124358,0.20510278803109436,2.1777777777777776,1.194224786003947,2.1777777777777776,1.2163495274136897,1.96e-05,225,490,11.38753178623063,5.127027386602107
0.7000000000000001,0.8,1.249158919498537,0.20279259472880615,2.0205128205128204,1.1229949624700328,2.0205128205128204,1.2023864064220184,1.68e-05,195,394,9.648755103688611,4.633208413403001
0.7000000000000001,0.9,1.2274113675773857,0.2061090550775232,1.9833333333333334,1.1228683508467647,1.9833333333333334,1.2223611032205934,1.54e-05,180,357,8.773696445384115,3.9622280242311576
0.8,0.1,1.2524228283956227,0.20208828436798948,2.1578947368421053,1.1776962959858142,2.1578947368421053,1.203958570346323,0.00012,1311,2829,41.40867017069862,23.776334883028788
0.8,0.2,1.2573533061067204,0.20091915176731898,2.1945701357466065,1.1689164598157504,2.1945701357466065,1.2132379749431579,6e-05,663,1455,18.36747429754843,10.138573978638922
0.8,0.30000000000000004,1.2469844843963798,0.20323136470574868,2.18552036199095,1.1283946574576886,2.18552036199095,1.2337517097291486,3.96e-05,442,966,16.024891561878785,7.892134036087555
0.8,0.4,1.2415763014120011,0.20421819455885795,2.1153846153846154,1.1672300696533475,2.1153846153846154,1.2622183908786107,3e-05,338,715,11.106292607086685,4.820941653116272
0.8,0.5,1.2551786867673693,0.20145051677094566,2.098901098901099,1.1772098233707322,2.098901098901099,1.2169885223282289,2.4e-05,273,573,10.18690596374348,4.281567594664053
0.8,0.6000000000000001,1.248163191553925,0.20299652701757737,2.0730593607305936,1.168128992666592,2.0730593607305936,1.1563425458030567,1.92e-05,219,454,14.909429637308685,6.446450091836297
0.8,0.7000000000000001,1.2417946164591716,0.2041812256245706,2.082051282051282,1.182537860806979,2.082051282051282,1.1650622949938363,1.68e-05,195,406,9.055655515316337,3.9059652546023003
0.8,0.8,1.2307934805011382,0.20574780457888894,2.0297619047619047,1.1096202441230965,2.0297619047619047,1.1671372957455268,1.44e-05,168,341,9.820163272866482,4.430128819096011
0.8,0.9,1.2332340981977736,0.20545214070251835,2.0833333333333335,1.1980664622061867,2.0833333333333335,1.2034050692446665,1.32e-05,156,325,7.5161334538411495,3.6966743998309126
0.9,0.1,1.2553809941960137,0.20140213298713897,2.1344884488448845,1.1867942171636046,2.1344884488448845,1.212924888243306,0.00011,1212,2587,28.00565918871404,14.064669885306804
0.9,0.2,1.2571087164357588,0.20098016142093772,2.19281045751634,1.0900983091220584,2.19281045751634,1.254565756978665,5.5e-05,612,1342,23.592866294846573,10.55718938608134
0.9,0.30000000000000004,1.245126383529972,0.20358715247063208,2.039408866995074,1.0752127274090741,2.039408866995074,1.1779683793627564,3.63e-05,406,828,23.29714708628865,9.275269769897534
0.9,0.4,1.2462891451948135,0.20336656845257595,2.1414790996784565,1.1478694364483741,2.1414790996784565,1.2342576815571336,2.75e-05,311,666,30.49877570184961,14.248781141184176
0.9,0.5,1.2465940663155006,0.2033075825605068,2.0396825396825395,1.1155523484248016,2.0396825396825395,1.1744691043176592,2.2e-05,252,514,13.51375660025984,6.686725439445977
0.9,0.6000000000000001,1.2293328747772991,0.20591070777681197,2.0098039215686274,1.1288993254685933,2.0098039215686274,1.1881366036799932,1.76e-05,204,410,7.648851229042071,3.09943732817042
0.9,0.7000000000000001,1.246226950966229,0.20337854146851728,2.011173184357542,1.0516750502640826,2.011173184357542,1.1722528890682957,1.54e-05,179,360,12.12249198826969,5.819752954467223
0.9,0.8,1.2273293288444933,0.20611712053993622,1.9038461538461537,1.0547745302502778,1.9038461538461537,1.1196316138312348,1.32e-05,156,297,8.167827129793274,3.6728742353835346
0.9,0.9,1.2244284392494225,0.2063811497579305,1.9097222222222223,1.1661498524611071,1.9097222222222223,1.1897314965783738,1.21e-05,144,275,8.569095498348002,3.840626648372997
